date,close,high,low,open_price,volume
,ASII.JK,ASII.JK,ASII.JK,ASII.JK,ASII.JK
2024-01-02,4801.34375,4801.34375,4696.051123903509,4738.168174342106,36479600
2024-01-03,4717.109375,4801.343470982142,4717.109375,4801.343470982142,37187300
2024-01-04,4801.34375,4843.460800438596,4717.109649122807,4717.109649122807,52008000
2024-01-05,4738.16796875,4843.460590277778,4738.16796875,4822.402065972223,39167600
2024-01-08,4696.05078125,4780.284875980941,4674.9922575672645,4738.16782861547,39614600
2024-01-09,4696.05078125,4717.1093049327355,4653.933733884529,4717.1093049327355,36777600
2024-01-10,4653.93359375,4696.050639847284,4590.7580246040725,4632.875070701357,75423900
2024-01-11,4674.99267578125,4738.168252480997,4653.934150214667,4674.99267578125,39941000
2024-01-12,4717.109375,4738.167898995535,4674.992327008928,4674.992327008928,28821000
2024-01-15,4653.93359375,4717.1091628959275,4632.875070701357,4717.1091628959275,79502600
2024-01-16,4632.875,4653.933522727272,4611.816477272727,4653.933522727272,44840900
2024-01-17,4548.6416015625,4653.934231228299,4506.524549696181,4632.875705295139,114587100
2024-01-18,4527.58251953125,4548.641042877907,4485.465472837936,4548.641042877907,71517600
2024-01-19,4506.52392578125,4548.640971816589,4464.406879745911,4527.582448798919,52865000
2024-01-22,4401.2314453125,4569.699634606758,4401.2314453125,4506.524063621411,169967200
2024-01-23,4316.9970703125,4380.172637195122,4274.8800257240855,4338.055592606707,176612600
2024-01-24,4274.88037109375,4359.114467075893,4194.857979910714,4338.055943080357,246293300
2024-01-25,4253.82177734375,4338.055871944616,4232.763253693533,4274.880300993967,81025300
2024-01-26,4274.88037109375,4274.88037109375,4203.281389508928,4253.821847098214,71861600
2024-01-29,4152.7412109375,4274.880658318015,4135.894390609154,4274.880658318015,132819200
2024-01-30,4295.93896484375,4359.114537856158,4127.470770143995,4144.31758961397,165689300
2024-01-31,4316.9970703125,4338.055592606707,4253.821503429877,4316.9970703125,79343600
2024-02-01,4316.9970703125,4359.1141149009145,4274.8800257240855,4295.938548018293,55358600
2024-02-02,4485.4658203125,4485.4658203125,4316.997620488556,4338.056145466549,104840200
2024-02-05,4359.11474609375,4506.524423497886,4338.056220750302,4485.465898154438,88826000
2024-02-06,4422.29052734375,4443.349053664434,4338.056422061011,4359.114948381696,46257400
2024-02-07,4485.4658203125,4485.4658203125,4422.290245378521,4422.290245378521,68376900
2024-02-12,4464.40673828125,4506.523782982016,4401.2311712301,4464.40673828125,80552600
2024-02-13,4380.1728515625,4464.406944861778,4338.05580491286,4464.406944861778,63689100
2024-02-15,4316.9970703125,4485.465248666158,4274.8800257240855,4485.465248666158,124120800
2024-02-16,4380.1728515625,4380.1728515625,4295.938758263221,4316.997281588041,75502700
2024-02-19,4316.9970703125,4422.289681783536,4274.8800257240855,4380.172637195122,89709800
2024-02-20,4380.1728515625,4422.28989821214,4316.997281588041,4316.997281588041,41623800
2024-02-21,4422.29052734375,4464.407579985119,4359.114948381696,4380.173474702381,68374800
2024-02-22,4443.34814453125,4464.4066665432465,4443.34814453125,4443.34814453125,41938600
2024-02-23,4316.9970703125,4443.3482040777435,4295.938548018293,4422.289681783536,81214600
2024-02-26,4316.9970703125,4380.172637195122,4274.8800257240855,4338.055592606707,50291500
2024-02-27,4359.11474609375,4359.11474609375,4253.822119376509,4316.997695406853,46555200
2024-02-28,4401.2314453125,4569.699634606758,4380.172921650717,4485.4655399596295,216020000
2024-02-29,4401.2314453125,4464.407016297847,4380.172921650717,4422.289968974283,85412900
2024-03-01,4401.2314453125,4443.348492636064,4338.055874327153,4401.2314453125,64835200
2024-03-04,4380.1728515625,4443.348421536959,4359.114328237681,4422.28989821214,57118400
2024-03-05,4295.93896484375,4401.231586531097,4295.93896484375,4401.231586531097,53172900
2024-03-06,4359.11474609375,4380.173271437198,4295.939170063406,4316.997695406853,29210000
2024-03-07,4316.9970703125,4380.172637195122,4295.938548018293,4359.1141149009145,55244400
2024-03-08,4338.0556640625,4359.11418670358,4316.99714142142,4338.0556640625,39983000
2024-03-13,4338.0556640625,4380.17270934466,4316.99714142142,4338.0556640625,63672300
2024-03-14,4443.34814453125,4464.4066665432465,4338.0555344712675,4359.114056483264,79465800
2024-03-15,4359.11474609375,4464.407372810991,4359.11474609375,4464.407372810991,164222200
2024-03-18,4338.0556640625,4422.2897546268205,4338.0556640625,4380.17270934466,50943600
2024-03-19,4401.2314453125,4422.289968974283,4338.055874327153,4338.055874327153,48398600
2024-03-20,4443.34814453125,4443.34814453125,4401.231100507257,4401.231100507257,56191300
2024-03-21,4506.52392578125,4548.640971816589,4443.348356728242,4464.406879745911,67351800
2024-03-22,4527.58251953125,4527.58251953125,4485.465472837936,4527.58251953125,46341000
2024-03-25,4506.52392578125,4569.699494834258,4485.465402763581,4569.699494834258,39759600
2024-03-26,4464.40673828125,4527.5823053324,4422.289693580484,4527.5823053324,57175300
2024-03-27,4443.34814453125,4485.465188555243,4422.2896225192535,4464.4066665432465,47174800
2024-03-28,4338.0556640625,4443.3482772679,4295.938618780339,4443.3482772679,107123600
2024-04-01,4380.1728515625,4401.231374887319,4338.05580491286,4359.114328237681,42828200
2024-04-02,4443.34814453125,4443.34814453125,4359.114056483264,4401.231100507257,41029100
2024-04-03,4422.29052734375,4443.349053664434,4380.173474702381,4443.349053664434,39260600
2024-04-04,4359.11474609375,4422.290322124094,4338.056220750302,4422.290322124094,48395600
2024-04-05,4443.34814453125,4485.465188555243,4338.0555344712675,4338.0555344712675,59190300
2024-04-16,4295.93896484375,4401.231586531097,4295.93896484375,4359.114537856158,137258300
2024-04-17,4316.9970703125,4359.1141149009145,4295.938548018293,4338.055592606707,47211000
2024-04-18,4295.93896484375,4338.056013518689,4253.821916168811,4338.056013518689,81583700
2024-04-19,4127.470703125,4274.88037109375,4102.200474330357,4253.821847098214,185008500
2024-04-22,4169.587890625,4203.281530145202,4161.164480744949,4161.164480744949,57689200
2024-04-23,4232.763671875,4274.880723336442,4203.28173585199,4203.28173585199,49438000
2024-04-24,4135.8935546875,4253.821273151095,4135.8935546875,4211.704230842668,65796800
2024-04-25,4169.587890625,4194.858120265151,4135.894251104798,4135.894251104798,52139300
2024-04-26,4110.62353515625,4194.857623991419,4110.62353515625,4194.857623991419,70877700
2024-04-29,4232.763671875,4253.822197605721,4127.471043221392,4144.31786380597,68303100
2024-04-30,4338.0556640625,4401.23123198574,4194.857710103155,4253.8215734981795,142632100
2024-05-02,4359.11474609375,4443.348847467542,4359.11474609375,4401.231796780646,100889100
2024-05-03,4401.2314453125,4422.289968974283,4380.172921650717,4401.2314453125,44094400
2024-05-06,4295.93896484375,4422.2901108685655,4274.88044050628,4422.2901108685655,70400000
2024-05-07,4253.82177734375,4316.9973482944,4232.763253693533,4295.938824644183,58780600
2024-05-08,4316.9970703125,4338.055592606707,4211.704458841463,4274.8800257240855,86738900
2024-05-13,4274.88037109375,4359.114467075893,4274.88037109375,4338.055943080357,143316000
2024-05-14,4206.90869140625,4307.9479831212475,4206.90869140625,4298.762592965339,264535600
2024-05-15,4160.9814453125,4243.649950848509,4160.9814453125,4197.723003328504,109962400
2024-05-16,4326.31884765625,4335.504237990976,4170.167211965897,4216.09416363953,149039700
2024-05-17,4408.98681640625,4418.172205607097,4307.94753519694,4326.318313598633,101492400
2024-05-20,4353.87451171875,4436.543015105814,4344.68912245352,4408.986847310126,58021800
2024-05-21,4317.1328125,4381.430535239362,4317.1328125,4363.05975731383,57558000
2024-05-22,4326.31884765625,4344.689628325703,4317.133457321524,4335.504237990976,25932300
2024-05-27,4179.35205078125,4335.503665865384,4179.35205078125,4317.132887620192,86050000
2024-05-28,4142.61083984375,4225.27934884285,4142.61083984375,4188.537789287694,42542400
2024-05-29,4096.68408203125,4408.987352858744,4014.0155691651485,4408.987352858744,148814900
2024-05-30,3968.088134765625,4087.498194376628,3958.902745564779,4087.498194376628,112636300
2024-05-31,3940.5322265625,4014.015345006556,3940.5322265625,3986.4591755900346,144592700
2024-06-03,4133.42529296875,4160.981461588542,3977.2736707899303,3977.2736707899303,77444200
2024-06-04,4206.90869140625,4252.835642185794,4115.054789847161,4142.610960314888,92676800
2024-06-05,4225.279296875,4262.02085597826,4179.352347995924,4188.537737771739,65856400
2024-06-06,4188.53759765625,4243.649934467517,4160.981429250617,4243.649934467517,43632400
2024-06-07,4188.53759765625,4197.722987124795,4160.981429250617,4179.352208187705,34027900
2024-06-10,4142.61083984375,4188.537789287694,4133.425449954962,4188.537789287694,19932200
2024-06-11,3995.64453125,4133.425377155172,3995.6445312499995,4133.425377155172,71234400
2024-06-12,4004.82958984375,4050.7565346814076,3940.5318670710294,3995.6442008762187,65665400
2024-06-13,4096.68408203125,4115.054862668161,4041.5717401205156,4050.757130438971,55824400
2024-06-14,4059.9423828125,4160.981672882494,4050.756992806137,4115.054722850678,57967500
2024-06-19,4087.498291015625,4142.610627523701,4059.942122761587,4087.498291015625,48727600
2024-06-20,4087.498291015625,4105.86906985165,4004.8297862535114,4078.3129015976124,35160300
2024-06-21,4124.23974609375,4160.981302851823,4050.756632577603,4087.498189335676,98313200
2024-06-24,4069.127685546875,4133.425414212402,4050.7569059281536,4115.05463459368,36677200
2024-06-25,4041.57177734375,4078.3133389559657,4004.830215731534,4078.3133389559657,50385000
2024-06-26,4059.9423828125,4087.498552831589,4014.0154327806845,4041.5716027997737,38397100
2024-06-27,4069.127685546875,4078.313075356236,4041.5715161187927,4069.127685546875,21784700
2024-06-28,4096.68408203125,4188.537985215807,4069.127911075883,4069.127911075883,127293900
2024-07-01,4243.64990234375,4243.64990234375,4124.239840156588,4124.239840156588,141627300
2024-07-02,4160.9814453125,4243.649950848509,4142.6106663044975,4234.464561344509,72229800
2024-07-03,4197.72265625,4206.9080449945295,4151.795712527352,4179.351878760941,30743200
2024-07-04,4179.35205078125,4234.464385516827,4179.35205078125,4206.9082181490385,44755400
2024-07-05,4206.90869140625,4234.464861873977,4170.167130782615,4197.723301250341,53196500
2024-07-08,4262.02099609375,4262.02099609375,4188.537875471444,4225.279435782597,69535000
2024-07-09,4188.53759765625,4243.649934467517,4170.166818719162,4243.649934467517,84784500
2024-07-10,4170.1669921875,4206.908551590033,4151.796212486233,4197.7231617394,44563900
2024-07-11,4142.61083984375,4225.27934884285,4133.425449954962,4179.352399398906,71140800
2024-07-12,4170.1669921875,4197.7231617394,4133.425432784967,4142.6108226356,54299700
2024-07-15,4105.869140625,4179.352257235739,4096.6837510486575,4170.166867659396,53234000
